peak_site,telemetry_mbps,voice_mbps,video_mbps,aggregate_total_mbps,per_site_peak_mbps,link_capacity_mbps,worst_link_utilisation
BS1,0.0001,0.24,10.05,10.29,2.058,100.0,0.02058
